INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,PARENT1_Yes,MSTATUS_z_No,SEX_z_F,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,JOB_Doctor,JOB_Home Maker,JOB_Lawyer,JOB_Manager,JOB_Professional,JOB_Student,JOB_z_Blue Collar,CAR_USE_Private,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,RED_CAR_yes,REVOKED_Yes,URBANICITY_z_Highly Rural/ Rural
9529,0,0.0,2,48.0,0,11.0,133493.0,340509.0,82,9820.0,1,0.0,0,4,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9530,0,0.0,0,56.0,0,13.0,114731.0,340476.0,18,20820.0,9,2569.0,1,3,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9531,0,0.0,0,25.0,0,8.0,118074.0,353178.0,26,15810.0,6,0.0,0,2,10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
9533,1,1119.0,0,43.0,1,12.0,43574.0,0.0,21,20550.0,11,5769.0,1,1,1.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9534,0,0.0,2,42.0,2,7.0,134729.0,343128.0,25,18080.0,1,0.0,0,0,13.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
9535,0,0.0,0,40.0,0,12.0,19905.0,123097.0,29,7400.0,9,1412.0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9537,0,0.0,1,42.0,3,10.0,58283.0,201901.0,25,15060.0,6,0.0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9538,1,4378.0,0,47.0,0,12.0,61352.0,223768.0,47,33510.0,6,1893.0,1,4,12.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9539,0,0.0,0,46.0,0,,44041.0,211550.0,51,20340.0,1,7813.0,3,3,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9541,0,0.0,0,33.0,0,13.0,37352.0,91430.0,33,10950.0,6,8994.0,1,4,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9543,0,0.0,0,48.0,0,12.0,,0.0,5,13690.0,7,0.0,0,0,9.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9544,0,0.0,0,51.0,0,11.0,15641.0,107618.0,58,17800.0,6,0.0,0,0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9545,1,11087.859058,0,50.0,0,14.0,62570.0,0.0,49,18760.0,6,0.0,0,0,6.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9547,0,0.0,0,44.0,0,,21102.0,97406.0,26,20100.0,3,6921.0,3,0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
9550,0,0.0,0,44.0,0,11.0,26821.0,171022.0,10,11600.0,3,4055.0,4,0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9551,0,0.0,0,38.0,0,13.0,69604.0,0.0,36,16990.0,6,0.0,0,0,12.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9552,1,1031.0,0,38.0,0,6.0,88981.0,252797.0,19,22450.0,7,4986.0,2,0,17.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9553,0,0.0,0,49.0,0,12.0,46336.0,159199.0,5,11030.0,1,0.0,0,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9556,0,0.0,0,48.0,0,11.0,,354919.0,39,6300.0,10,0.0,0,2,20.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
9557,0,0.0,0,34.0,1,14.0,41816.0,151776.0,65,15630.0,4,0.0,0,0,8.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9559,0,0.0,0,41.0,0,9.0,115516.0,325288.0,17,17150.0,7,0.0,0,1,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9560,0,0.0,0,33.0,0,0.0,0.0,0.0,36,17340.0,7,0.0,0,1,12.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
9561,0,0.0,0,39.0,0,12.0,84464.0,266846.0,44,12770.0,3,0.0,0,0,11.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
9562,1,7756.0,1,45.0,2,8.0,75556.0,269688.0,26,31350.0,4,1435.0,3,1,8.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9563,1,7581.0,0,54.0,0,7.0,29567.0,195060.0,18,20200.0,6,2913.0,1,7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
9564,0,0.0,1,37.0,1,14.0,79665.0,222382.0,34,13170.0,1,2614.0,2,6,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9565,0,0.0,0,44.0,0,8.0,148701.0,377122.0,20,22000.0,3,0.0,0,3,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9566,0,0.0,0,51.0,0,12.0,72035.0,0.0,41,18260.0,7,3077.0,2,0,8.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9567,0,0.0,0,52.0,0,6.0,46605.0,0.0,28,8920.0,6,7035.0,1,2,12.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9568,0,0.0,0,48.0,0,12.0,52516.0,208181.0,37,12110.0,9,0.0,0,2,6.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9569,0,0.0,0,55.0,0,12.0,131889.0,345513.0,32,20190.0,20,0.0,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9570,0,0.0,2,38.0,3,13.0,117219.0,337915.0,47,17950.0,6,0.0,0,3,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9571,0,0.0,1,43.0,2,13.0,47983.0,181173.0,20,16460.0,4,0.0,0,0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9572,0,0.0,0,53.0,0,10.0,71735.0,0.0,39,14360.0,1,6900.0,4,4,6.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9574,0,0.0,0,38.0,0,9.0,81976.0,273051.0,19,20680.0,3,0.0,0,0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
9576,0,0.0,0,36.0,0,0.0,0.0,75650.0,34,16570.0,1,0.0,0,5,10.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9577,0,0.0,0,32.0,2,0.0,,86502.0,39,6440.0,6,0.0,0,2,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9578,0,0.0,2,37.0,3,17.0,123358.0,325560.0,59,8070.0,4,0.0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9579,0,0.0,0,50.0,0,8.0,28436.0,142428.0,40,6480.0,1,0.0,0,0,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9580,0,0.0,1,39.0,2,13.0,45678.0,214068.0,6,16920.0,11,8785.0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9581,0,0.0,1,40.0,1,12.0,100957.0,340404.0,45,16650.0,4,0.0,0,0,11.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
9582,1,2489.0,0,47.0,0,11.0,19956.0,0.0,25,8200.0,8,25355.0,2,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9583,0,0.0,0,33.0,2,13.0,57334.0,196083.0,13,10900.0,1,0.0,0,1,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9585,1,3060.0,0,46.0,0,12.0,46254.0,162914.0,30,10730.0,12,0.0,0,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9587,1,692.67996796,0,47.0,0,9.0,11802.0,0.0,29,1500.0,7,6838.0,4,5,9.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9589,0,0.0,0,40.0,2,0.0,0.0,93377.0,18,9730.0,4,0.0,0,2,7.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
9590,0,0.0,0,44.0,0,4.0,31473.0,0.0,36,5900.0,4,0.0,0,0,5.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9593,1,4101.0,0,57.0,0,14.0,68818.0,253974.0,46,23050.0,1,0.0,0,4,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9594,0,0.0,0,46.0,0,14.0,28302.0,165281.0,13,6100.0,10,0.0,0,0,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9595,1,5846.0,0,56.0,2,11.0,38290.0,0.0,5,13250.0,6,7716.0,3,0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
9596,0,0.0,0,65.0,2,13.0,98581.0,326554.0,13,13960.0,18,9126.0,1,0,12.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9598,0,0.0,0,39.0,0,11.0,6929.0,79415.0,42,6090.0,6,0.0,0,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
9599,1,4274.0,0,58.0,0,14.0,113195.0,302154.0,21,18620.0,11,4020.0,2,0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9601,0,0.0,0,47.0,0,10.0,70440.0,0.0,22,13240.0,1,0.0,0,2,11.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9602,0,0.0,1,41.0,2,13.0,111014.0,298205.0,35,16700.0,4,0.0,0,0,17.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9604,0,0.0,0,49.0,0,9.0,60413.0,188899.0,17,7540.0,1,0.0,0,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9606,1,7400.0,0,50.0,0,14.0,60854.0,,28,28330.0,10,607.0,3,4,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9607,0,0.0,0,48.0,0,11.0,57601.0,187285.0,53,15790.0,6,27682.0,2,5,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9608,0,0.0,0,42.0,0,12.0,124867.0,312242.0,52,18190.0,1,0.0,0,2,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9609,0,0.0,0,55.0,0,16.0,97890.0,325876.0,10,24930.0,10,569.0,1,4,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9610,0,0.0,0,41.0,0,,78834.0,200776.0,15,29830.0,1,9980.0,1,4,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9611,0,0.0,0,48.0,0,11.0,53350.0,220481.0,5,1500.0,4,0.0,0,1,7.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9612,0,0.0,0,37.0,4,16.0,117454.0,338110.0,44,21690.0,1,5373.0,1,7,14.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9613,0,0.0,1,36.0,2,11.0,45778.0,167893.0,26,21180.0,1,40554.0,2,4,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
9615,0,0.0,0,54.0,0,9.0,50925.0,0.0,25,8780.0,6,4777.0,3,6,14.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9617,0,0.0,0,34.0,1,11.0,45384.0,187731.0,39,9810.0,4,0.0,0,0,8.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9618,0,0.0,2,36.0,4,11.0,27579.0,82613.0,34,7860.0,4,0.0,0,0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9619,0,0.0,0,60.0,0,11.0,4103.0,103570.0,51,7910.0,4,0.0,0,4,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9620,0,0.0,0,48.0,0,11.0,55760.0,187341.0,32,34000.0,1,0.0,0,1,12.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9621,1,1946.0,1,42.0,2,10.0,26770.0,0.0,15,18900.0,1,0.0,0,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9623,1,5064.0,3,62.0,4,16.0,53698.0,,75,13070.0,1,3664.0,1,0,1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9625,0,0.0,1,39.0,1,5.0,103142.0,294037.0,50,20680.0,1,33399.0,2,3,6.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9626,0,0.0,3,41.0,4,,29895.0,173177.0,39,22480.0,10,3856.0,4,2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9627,0,0.0,0,38.0,0,13.0,72350.0,199487.0,15,33070.0,1,0.0,0,1,10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9628,0,0.0,0,49.0,0,10.0,58225.0,,70,12580.0,6,2856.0,1,3,8.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9630,1,6040.0,0,32.0,4,15.0,51554.0,0.0,60,13990.0,1,2551.0,2,3,8.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9631,0,0.0,0,40.0,3,14.0,62000.0,174525.0,22,13720.0,6,26951.0,3,6,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9632,1,5047.0,0,40.0,0,3.0,101059.0,302340.0,35,23780.0,1,3808.0,2,0,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
9634,0,0.0,1,38.0,1,,70111.0,197824.0,62,20360.0,3,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9635,1,2497.0,0,49.0,0,11.0,36552.0,171716.0,13,17030.0,4,2938.0,1,0,9.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9636,0,0.0,0,58.0,0,13.0,44949.0,185547.0,41,15520.0,1,0.0,0,2,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9637,0,0.0,1,43.0,5,17.0,149134.0,329238.0,22,16410.0,1,4403.0,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9638,0,0.0,0,50.0,0,15.0,116524.0,341701.0,42,6500.0,10,23429.0,3,4,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
9639,0,0.0,0,56.0,0,12.0,125135.0,361933.0,66,19610.0,10,4788.0,2,1,14.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9641,0,0.0,0,52.0,0,14.0,31616.0,0.0,42,27290.0,1,0.0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
9642,1,864.0,0,25.0,2,11.0,44516.0,0.0,17,8450.0,1,0.0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9643,0,0.0,0,48.0,0,15.0,66960.0,0.0,43,13000.0,1,4748.0,2,5,10.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9647,0,0.0,0,50.0,0,10.0,80472.0,239345.0,39,34150.0,13,8936.0,4,2,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9650,0,0.0,0,48.0,0,6.0,120330.0,,36,31310.0,1,0.0,0,0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
9651,0,0.0,0,38.0,0,10.0,22746.0,192479.0,5,26300.0,6,0.0,0,0,6.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9652,1,3200.0,0,35.0,0,7.0,20717.0,0.0,24,7070.0,10,5179.0,2,0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9653,0,0.0,1,60.0,2,12.0,,0.0,35,24640.0,3,0.0,0,0,19.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9654,0,0.0,0,51.0,0,12.0,57343.0,197113.0,30,20160.0,6,4577.0,2,1,14.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9655,1,8653.0,0,41.0,2,14.0,,205283.0,28,33800.0,4,0.0,0,3,12.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9656,0,0.0,0,55.0,0,14.0,,201137.0,55,24110.0,7,4664.0,3,5,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9657,0,0.0,0,57.0,0,11.0,50295.0,,47,10650.0,10,0.0,0,0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9658,1,6833.0,0,60.0,0,12.0,65624.0,235124.0,31,16690.0,1,0.0,0,0,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9659,0,0.0,0,56.0,2,16.0,23465.0,173980.0,29,37010.0,1,11160.0,2,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9661,1,4415.0,0,48.0,0,12.0,,117400.0,35,9070.0,6,0.0,0,0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9662,1,38750.157385000006,0,46.0,0,9.0,119816.0,0.0,48,28260.0,10,3320.0,2,5,13.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9663,0,0.0,0,41.0,3,12.0,18124.0,95099.0,30,7410.0,11,0.0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
9665,0,0.0,0,43.0,2,11.0,90334.0,268229.0,49,15350.0,13,3308.0,1,2,13.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9666,1,6022.0,0,41.0,0,0.0,0.0,60944.0,59,22070.0,1,0.0,0,0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9667,1,3589.0,0,76.0,0,15.0,46927.0,0.0,78,20750.0,4,0.0,0,5,15.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9668,1,5728.0,0,35.0,2,13.0,54309.0,0.0,37,19150.0,6,32871.0,1,4,8.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9669,0,0.0,0,38.0,4,17.0,57833.0,160429.0,38,11080.0,10,0.0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
9670,0,0.0,0,46.0,0,7.0,76666.0,248160.0,60,13770.0,4,0.0,0,2,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9671,1,4994.0,0,34.0,1,6.0,29707.0,133725.0,24,8020.0,1,6109.0,3,4,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
9672,1,2658.0,0,58.0,0,13.0,38259.0,195213.0,58,11130.0,1,5712.0,4,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9673,0,0.0,0,57.0,1,,,188505.0,44,26030.0,6,30159.0,3,0,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9674,0,0.0,0,58.0,0,0.0,0.0,93576.0,48,17160.0,13,3393.0,1,3,12.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9676,0,0.0,0,44.0,0,12.0,126608.0,354910.0,84,16610.0,4,9869.0,1,3,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9677,0,0.0,0,55.0,0,5.0,159826.0,444838.0,16,22980.0,11,0.0,0,0,9.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9678,0,0.0,1,44.0,2,10.0,39077.0,154749.0,41,20990.0,6,0.0,0,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9681,0,0.0,0,66.0,0,13.0,92929.0,290836.0,36,1500.0,7,0.0,0,1,16.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9683,0,0.0,0,49.0,0,13.0,79625.0,239235.0,25,14360.0,9,0.0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9684,0,0.0,0,34.0,2,11.0,147734.0,373987.0,46,19670.0,6,0.0,0,0,18.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9685,0,0.0,0,52.0,0,12.0,56919.0,249577.0,5,12840.0,9,0.0,0,0,14.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9686,0,0.0,0,44.0,0,13.0,67457.0,273634.0,23,14480.0,15,0.0,0,2,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9687,1,2888.0,2,38.0,3,7.0,27027.0,133854.0,31,12330.0,4,0.0,0,2,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9688,0,0.0,0,50.0,0,12.0,108290.0,0.0,23,6500.0,7,4995.0,1,7,14.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9689,0,0.0,0,47.0,0,9.0,185370.0,424118.0,54,9210.0,6,0.0,0,0,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9690,0,0.0,0,44.0,2,14.0,120355.0,355500.0,41,17640.0,4,0.0,0,0,15.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9691,1,5266.802103100001,2,45.0,2,,27266.0,0.0,23,10240.0,1,0.0,0,5,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9692,0,0.0,0,48.0,0,13.0,149244.0,,51,6200.0,4,0.0,0,0,16.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9693,0,0.0,0,57.0,0,14.0,76123.0,265089.0,31,18970.0,4,39529.0,3,2,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9694,0,0.0,0,47.0,0,13.0,,237869.0,48,17760.0,10,20767.0,3,0,19.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
9695,0,0.0,0,36.0,0,10.0,65149.0,0.0,44,18500.0,1,0.0,0,0,9.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9696,0,0.0,0,49.0,0,9.0,54108.0,225756.0,35,23780.0,7,3911.0,2,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9698,0,0.0,0,55.0,0,12.0,155290.0,,18,27120.0,4,0.0,0,3,16.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9699,0,0.0,0,39.0,1,13.0,91164.0,258261.0,17,19520.0,4,0.0,0,1,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9700,0,0.0,0,52.0,0,16.0,24575.0,118811.0,43,12990.0,3,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9702,0,0.0,0,41.0,3,15.0,79213.0,219393.0,32,13520.0,5,1192.0,2,2,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9703,0,0.0,0,53.0,0,14.0,69297.0,211553.0,41,10340.0,1,0.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
9706,0,0.0,0,47.0,0,13.0,42196.0,143209.0,50,19460.0,1,0.0,0,0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9708,0,0.0,0,56.0,0,14.0,57750.0,0.0,49,10280.0,10,8044.0,2,0,18.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9709,1,2609.7785661999997,0,34.0,3,16.0,61220.0,237329.0,46,4900.0,7,0.0,0,3,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9710,0,0.0,0,46.0,0,6.0,85408.0,224054.0,24,14640.0,6,3916.0,3,2,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9711,0,0.0,0,51.0,0,7.0,100505.0,0.0,21,4540.0,4,9281.0,3,4,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
